White_King_file,White_King_rank,White_Rook_file,White_Rook_rank,Black_King_file,Black_King_rank,class
b'b',b'1',b'h',b'3',b'a',b'7',b'0'
b'd',b'4',b'b',b'7',b'f',b'4',b'0'
b'd',b'1',b'b',b'5',b'a',b'8',b'0'
b'b',b'2',b'c',b'1',b'g',b'7',b'0'
b'c',b'3',b'f',b'6',b'a',b'1',b'0'
b'd',b'2',b'd',b'1',b'f',b'4',b'0'
b'c',b'1',b'c',b'6',b'b',b'3',b'0'
b'd',b'1',b'c',b'2',b'f',b'7',b'0'
b'd',b'1',b'h',b'2',b'f',b'2',b'0'
b'c',b'2',b'b',b'4',b'e',b'3',b'0'
b'd',b'1',b'g',b'3',b'b',b'1',b'0'
b'd',b'1',b'a',b'6',b'h',b'4',b'0'
b'c',b'2',b'h',b'6',b'b',b'7',b'0'
b'c',b'2',b'd',b'6',b'a',b'1',b'0'
b'c',b'1',b'd',b'2',b'd',b'6',b'0'
b'c',b'2',b'f',b'5',b'b',b'7',b'0'
b'c',b'1',b'b',b'2',b'a',b'3',b'0'
b'c',b'2',b'c',b'3',b'g',b'2',b'0'
b'd',b'3',b'c',b'7',b'h',b'7',b'0'
b'c',b'2',b'h',b'7',b'g',b'2',b'0'
b'c',b'2',b'h',b'2',b'g',b'3',b'0'
b'c',b'2',b'h',b'1',b'a',b'3',b'0'
b'd',b'3',b'f',b'5',b'b',b'4',b'0'
b'd',b'2',b'f',b'2',b'f',b'8',b'0'
b'c',b'1',b'a',b'8',b'e',b'2',b'0'
b'b',b'1',b'a',b'3',b'b',b'5',b'0'
b'd',b'1',b'c',b'4',b'g',b'2',b'0'
b'c',b'2',b'g',b'3',b'a',b'8',b'0'
b'c',b'3',b'b',b'4',b'h',b'2',b'0'
b'b',b'1',b'b',b'6',b'a',b'8',b'0'
b'd',b'2',b'g',b'7',b'a',b'1',b'0'
b'd',b'1',b'a',b'8',b'h',b'8',b'0'
b'd',b'3',b'f',b'1',b'd',b'1',b'1'
b'c',b'1',b'b',b'6',b'g',b'7',b'0'
b'd',b'2',b'a',b'2',b'a',b'4',b'0'
b'c',b'1',b'f',b'6',b'a',b'1',b'0'
b'b',b'1',b'e',b'8',b'c',b'7',b'0'
b'c',b'1',b'g',b'3',b'f',b'4',b'0'
b'd',b'2',b'h',b'3',b'e',b'8',b'0'
b'd',b'4',b'h',b'6',b'b',b'2',b'0'
b'c',b'1',b'g',b'6',b'h',b'6',b'0'
b'a',b'1',b'e',b'7',b'h',b'5',b'0'
b'c',b'1',b'c',b'4',b'e',b'8',b'0'
b'c',b'2',b'a',b'3',b'd',b'5',b'0'
b'd',b'1',b'h',b'2',b'g',b'4',b'0'
b'c',b'2',b'c',b'6',b'a',b'7',b'0'
b'a',b'1',b'a',b'5',b'g',b'1',b'0'
b'c',b'2',b'g',b'6',b'f',b'3',b'0'
b'b',b'2',b'a',b'6',b'h',b'7',b'0'
b'c',b'2',b'e',b'5',b'a',b'6',b'0'
b'd',b'2',b'f',b'2',b'b',b'3',b'0'
b'd',b'2',b'e',b'5',b'b',b'5',b'0'
b'a',b'1',b'a',b'6',b'h',b'3',b'0'
b'd',b'3',b'c',b'3',b'f',b'6',b'0'
b'c',b'2',b'b',b'5',b'f',b'1',b'0'
b'b',b'1',b'a',b'8',b'g',b'4',b'0'
b'c',b'1',b'b',b'1',b'e',b'8',b'0'
b'd',b'3',b'b',b'5',b'g',b'4',b'0'
b'c',b'3',b'd',b'2',b'h',b'7',b'0'
b'd',b'3',b'c',b'2',b'b',b'1',b'0'
b'd',b'1',b'a',b'5',b'b',b'2',b'0'
b'c',b'2',b'd',b'5',b'f',b'7',b'0'
b'd',b'2',b'b',b'4',b'g',b'5',b'0'
b'd',b'4',b'c',b'1',b'f',b'6',b'0'
b'b',b'1',b'b',b'3',b'h',b'3',b'0'
b'b',b'2',b'b',b'7',b'f',b'5',b'0'
b'c',b'1',b'd',b'2',b'f',b'6',b'0'
b'c',b'3',b'e',b'3',b'h',b'5',b'0'
b'c',b'2',b'a',b'7',b'd',b'4',b'0'
b'd',b'1',b'h',b'1',b'c',b'3',b'0'
b'd',b'3',b'h',b'2',b'c',b'6',b'0'
b'd',b'2',b'b',b'7',b'g',b'5',b'0'
b'd',b'2',b'h',b'8',b'a',b'1',b'0'
b'd',b'3',b'f',b'6',b'a',b'3',b'0'
b'd',b'3',b'e',b'3',b'g',b'4',b'0'
b'd',b'1',b'b',b'8',b'a',b'8',b'0'
b'd',b'4',b'a',b'7',b'f',b'3',b'0'
b'd',b'3',b'e',b'6',b'd',b'8',b'0'
b'a',b'1',b'e',b'3',b'd',b'2',b'0'
b'd',b'2',b'c',b'2',b'a',b'3',b'0'
b'a',b'1',b'h',b'6',b'g',b'1',b'0'
b'd',b'3',b'c',b'2',b'h',b'6',b'0'
b'b',b'1',b'c',b'7',b'e',b'3',b'0'
b'b',b'1',b'f',b'4',b'c',b'3',b'0'
b'd',b'2',b'c',b'2',b'a',b'5',b'0'
b'c',b'3',b'b',b'2',b'f',b'5',b'0'
b'a',b'1',b'b',b'3',b'g',b'3',b'0'
b'd',b'4',b'h',b'5',b'h',b'8',b'0'
b'a',b'1',b'h',b'7',b'e',b'1',b'0'
b'd',b'1',b'e',b'4',b'f',b'6',b'0'
b'b',b'1',b'h',b'3',b'e',b'3',b'0'
b'd',b'3',b'e',b'4',b'd',b'5',b'0'
b'a',b'1',b'e',b'2',b'h',b'8',b'0'
b'c',b'1',b'h',b'4',b'f',b'8',b'0'
b'd',b'1',b'g',b'1',b'd',b'8',b'0'
b'd',b'2',b'b',b'7',b'd',b'6',b'0'
b'a',b'1',b'e',b'8',b'c',b'1',b'0'
b'c',b'1',b'f',b'8',b'c',b'5',b'0'
b'c',b'2',b'c',b'8',b'f',b'6',b'0'
b'c',b'2',b'e',b'7',b'g',b'6',b'0'
b'c',b'3',b'h',b'1',b'f',b'6',b'0'
b'd',b'1',b'e',b'1',b'f',b'4',b'0'
b'c',b'1',b'e',b'8',b'g',b'1',b'0'
b'c',b'2',b'd',b'8',b'a',b'3',b'0'
b'c',b'1',b'h',b'1',b'a',b'1',b'0'
b'c',b'2',b'a',b'8',b'e',b'8',b'0'
b'c',b'1',b'c',b'8',b'e',b'7',b'0'
b'd',b'4',b'f',b'5',b'h',b'2',b'0'
b'd',b'4',b'g',b'2',b'a',b'1',b'0'
b'd',b'4',b'g',b'3',b'g',b'2',b'0'
b'd',b'3',b'b',b'4',b'h',b'4',b'0'
b'c',b'1',b'b',b'5',b'h',b'5',b'0'
b'c',b'2',b'c',b'7',b'e',b'4',b'0'
b'd',b'1',b'f',b'7',b'g',b'2',b'0'
b'a',b'1',b'h',b'7',b'f',b'6',b'0'
b'c',b'2',b'a',b'6',b'c',b'7',b'0'
b'd',b'1',b'a',b'1',b'a',b'5',b'0'
b'a',b'1',b'b',b'2',b'h',b'1',b'0'
b'd',b'4',b'e',b'5',b'h',b'1',b'0'
b'c',b'3',b'c',b'7',b'b',b'1',b'0'
b'd',b'2',b'f',b'4',b'b',b'7',b'0'
b'b',b'2',b'd',b'6',b'h',b'4',b'0'
b'b',b'2',b'f',b'7',b'e',b'2',b'0'
b'd',b'1',b'h',b'7',b'g',b'2',b'0'
b'b',b'2',b'f',b'4',b'g',b'1',b'0'
b'd',b'2',b'b',b'5',b'b',b'6',b'0'
b'b',b'2',b'g',b'6',b'f',b'1',b'0'
b'c',b'1',b'e',b'8',b'f',b'2',b'0'
b'd',b'1',b'e',b'5',b'd',b'4',b'0'
b'd',b'2',b'b',b'1',b'e',b'4',b'0'
b'a',b'1',b'c',b'6',b'c',b'2',b'0'
b'c',b'2',b'f',b'1',b'd',b'6',b'0'
b'd',b'3',b'h',b'4',b'a',b'4',b'0'
b'c',b'1',b'b',b'8',b'e',b'6',b'0'
b'd',b'2',b'c',b'4',b'd',b'6',b'0'
b'd',b'4',b'a',b'4',b'h',b'4',b'0'
b'd',b'3',b'e',b'8',b'h',b'1',b'0'
b'a',b'1',b'f',b'7',b'h',b'7',b'0'
b'c',b'3',b'b',b'2',b'h',b'5',b'0'
b'd',b'1',b'b',b'6',b'b',b'5',b'0'
b'd',b'1',b'a',b'7',b'f',b'8',b'0'
b'd',b'3',b'h',b'1',b'b',b'5',b'0'
b'd',b'3',b'b',b'2',b'd',b'7',b'0'
b'b',b'1',b'g',b'4',b'h',b'3',b'0'
b'd',b'3',b'g',b'6',b'a',b'1',b'0'
b'c',b'1',b'h',b'2',b'e',b'4',b'0'
b'b',b'2',b'c',b'2',b'e',b'2',b'0'
b'c',b'1',b'h',b'1',b'b',b'4',b'0'
b'b',b'2',b'f',b'6',b'g',b'3',b'0'
b'd',b'1',b'e',b'1',b'e',b'6',b'0'
b'c',b'1',b'h',b'3',b'a',b'8',b'0'
b'c',b'1',b'f',b'8',b'c',b'4',b'0'
b'a',b'1',b'f',b'8',b'd',b'3',b'0'
b'c',b'2',b'e',b'6',b'd',b'5',b'0'
b'a',b'1',b'd',b'1',b'g',b'3',b'0'
b'c',b'2',b'd',b'1',b'h',b'8',b'0'
b'd',b'3',b'e',b'7',b'f',b'2',b'0'
b'c',b'2',b'e',b'7',b'a',b'5',b'0'
b'b',b'1',b'a',b'7',b'f',b'6',b'0'
b'a',b'1',b'c',b'5',b'f',b'2',b'0'
b'd',b'3',b'a',b'3',b'h',b'4',b'0'
b'd',b'1',b'e',b'4',b'e',b'5',b'0'
b'b',b'1',b'b',b'5',b'e',b'6',b'0'
b'd',b'4',b'h',b'8',b'd',b'1',b'0'
b'd',b'2',b'd',b'4',b'f',b'5',b'0'
b'd',b'3',b'f',b'1',b'f',b'4',b'0'
b'a',b'1',b'e',b'2',b'f',b'6',b'0'
b'b',b'1',b'e',b'3',b'h',b'3',b'0'
b'd',b'3',b'c',b'8',b'g',b'8',b'0'
b'd',b'1',b'f',b'6',b'f',b'3',b'0'
b'a',b'1',b'd',b'5',b'h',b'3',b'0'
b'c',b'3',b'f',b'6',b'g',b'4',b'0'
b'c',b'2',b'c',b'7',b'g',b'3',b'0'
b'b',b'1',b'b',b'4',b'g',b'3',b'0'
b'b',b'2',b'e',b'2',b'h',b'4',b'0'
b'd',b'4',b'b',b'2',b'h',b'7',b'0'
b'c',b'1',b'b',b'6',b'e',b'2',b'0'
b'd',b'1',b'b',b'8',b'f',b'4',b'0'
b'd',b'2',b'a',b'6',b'e',b'8',b'0'
b'a',b'1',b'c',b'3',b'h',b'5',b'0'
b'd',b'3',b'a',b'3',b'd',b'1',b'0'
b'c',b'3',b'b',b'2',b'f',b'1',b'0'
b'a',b'1',b'd',b'1',b'f',b'4',b'0'
b'd',b'2',b'h',b'7',b'g',b'1',b'0'
b'd',b'2',b'g',b'5',b'a',b'6',b'0'
b'c',b'3',b'b',b'2',b'g',b'5',b'0'
b'd',b'1',b'e',b'7',b'f',b'6',b'0'
b'b',b'2',b'g',b'8',b'e',b'4',b'0'
b'c',b'2',b'b',b'7',b'a',b'2',b'0'
b'a',b'1',b'b',b'2',b'g',b'5',b'0'
b'c',b'1',b'f',b'1',b'd',b'6',b'0'
b'd',b'4',b'g',b'6',b'f',b'6',b'0'
b'd',b'3',b'h',b'2',b'd',b'5',b'0'
b'd',b'2',b'e',b'7',b'b',b'4',b'0'
b'd',b'3',b'a',b'5',b'b',b'2',b'0'
b'c',b'3',b'd',b'3',b'g',b'5',b'0'
b'd',b'3',b'e',b'6',b'f',b'1',b'0'
b'd',b'3',b'b',b'7',b'f',b'4',b'0'
b'd',b'3',b'h',b'3',b'e',b'5',b'0'
b'b',b'1',b'g',b'5',b'g',b'2',b'0'
b'c',b'3',b'g',b'5',b'e',b'1',b'0'
b'b',b'1',b'a',b'6',b'g',b'2',b'0'
b'd',b'1',b'e',b'4',b'e',b'6',b'0'
b'c',b'2',b'd',b'5',b'h',b'8',b'0'
b'd',b'2',b'g',b'5',b'b',b'4',b'0'
b'b',b'1',b'd',b'3',b'g',b'8',b'0'
b'd',b'3',b'a',b'2',b'h',b'3',b'0'
b'd',b'1',b'c',b'3',b'h',b'1',b'0'
b'c',b'3',b'b',b'2',b'e',b'3',b'0'
b'c',b'2',b'g',b'2',b'h',b'4',b'0'
b'c',b'1',b'h',b'4',b'a',b'8',b'0'
b'd',b'4',b'f',b'5',b'h',b'3',b'0'
b'd',b'2',b'd',b'7',b'e',b'4',b'0'
b'c',b'3',b'd',b'6',b'e',b'3',b'0'
b'a',b'1',b'd',b'1',b'h',b'5',b'0'
b'd',b'3',b'a',b'7',b'b',b'6',b'0'
b'c',b'3',b'b',b'7',b'e',b'3',b'0'
b'd',b'4',b'b',b'3',b'c',b'2',b'0'
b'b',b'1',b'e',b'3',b'd',b'4',b'0'
b'b',b'1',b'e',b'6',b'e',b'8',b'0'
b'd',b'3',b'a',b'2',b'c',b'5',b'0'
b'd',b'2',b'a',b'7',b'c',b'6',b'0'
b'd',b'2',b'b',b'6',b'f',b'1',b'0'
b'c',b'2',b'e',b'5',b'g',b'7',b'0'
b'b',b'2',b'f',b'3',b'e',b'5',b'0'
b'd',b'2',b'e',b'5',b'd',b'5',b'0'
b'b',b'1',b'a',b'1',b'd',b'5',b'0'
b'd',b'2',b'h',b'3',b'h',b'4',b'0'
b'd',b'3',b'h',b'7',b'g',b'8',b'0'
b'd',b'4',b'f',b'2',b'g',b'6',b'0'
b'd',b'3',b'b',b'1',b'f',b'8',b'0'
b'b',b'2',b'c',b'1',b'g',b'3',b'0'
b'c',b'1',b'e',b'2',b'a',b'1',b'0'
b'c',b'2',b'g',b'6',b'g',b'1',b'0'
b'd',b'2',b'd',b'5',b'g',b'6',b'0'
b'd',b'1',b'f',b'8',b'c',b'3',b'0'
b'a',b'1',b'g',b'3',b'h',b'6',b'0'
b'c',b'1',b'b',b'8',b'f',b'4',b'0'
b'b',b'1',b'c',b'7',b'h',b'4',b'0'
b'c',b'2',b'f',b'8',b'c',b'5',b'0'
b'd',b'4',b'h',b'6',b'f',b'2',b'0'
b'd',b'1',b'f',b'3',b'g',b'6',b'0'
b'd',b'2',b'h',b'1',b'e',b'7',b'0'
b'b',b'2',b'c',b'7',b'g',b'1',b'0'
b'c',b'1',b'f',b'5',b'a',b'2',b'0'
b'd',b'1',b'c',b'2',b'b',b'8',b'0'
b'c',b'3',b'd',b'1',b'g',b'1',b'0'
b'd',b'2',b'c',b'5',b'f',b'5',b'0'
b'c',b'1',b'f',b'7',b'a',b'1',b'0'
b'a',b'1',b'h',b'6',b'f',b'4',b'0'
b'd',b'2',b'h',b'2',b'a',b'3',b'0'
b'b',b'1',b'h',b'7',b'f',b'6',b'0'
b'b',b'1',b'f',b'2',b'g',b'4',b'0'
b'd',b'1',b'b',b'5',b'b',b'4',b'0'
b'c',b'1',b'e',b'5',b'c',b'3',b'0'
b'b',b'2',b'a',b'6',b'h',b'4',b'0'
b'c',b'1',b'c',b'4',b'd',b'5',b'0'
b'c',b'1',b'd',b'7',b'e',b'6',b'0'
b'c',b'1',b'b',b'1',b'b',b'3',b'0'
b'c',b'2',b'd',b'2',b'f',b'3',b'0'
b'c',b'1',b'f',b'5',b'c',b'4',b'0'
b'c',b'3',b'g',b'3',b'e',b'1',b'0'
b'd',b'2',b'f',b'2',b'c',b'5',b'0'
b'c',b'2',b'b',b'2',b'f',b'7',b'0'
b'd',b'2',b'e',b'7',b'h',b'4',b'0'
b'c',b'1',b'f',b'2',b'f',b'4',b'0'
b'c',b'1',b'f',b'6',b'a',b'3',b'0'
b'd',b'1',b'g',b'7',b'd',b'8',b'0'
b'd',b'4',b'b',b'3',b'h',b'7',b'0'
b'd',b'1',b'e',b'5',b'f',b'6',b'0'
b'b',b'1',b'f',b'2',b'g',b'5',b'0'
b'a',b'1',b'b',b'5',b'd',b'2',b'0'
b'b',b'1',b'g',b'5',b'd',b'8',b'0'
b'd',b'1',b'a',b'1',b'b',b'5',b'0'
b'a',b'1',b'a',b'3',b'h',b'1',b'0'
b'd',b'4',b'g',b'6',b'g',b'7',b'0'
b'd',b'1',b'h',b'8',b'a',b'3',b'0'
b'b',b'1',b'h',b'6',b'h',b'3',b'0'
b'd',b'3',b'a',b'1',b'a',b'4',b'0'
b'd',b'1',b'h',b'1',b'b',b'2',b'0'
b'b',b'2',b'b',b'4',b'e',b'1',b'0'
b'c',b'1',b'b',b'5',b'b',b'3',b'0'
b'd',b'1',b'h',b'3',b'e',b'4',b'0'
b'd',b'3',b'f',b'3',b'c',b'6',b'0'
b'c',b'1',b'f',b'2',b'c',b'4',b'0'
b'd',b'2',b'd',b'6',b'f',b'5',b'0'
b'a',b'1',b'e',b'3',b'g',b'6',b'0'
b'd',b'2',b'h',b'2',b'h',b'6',b'0'
b'd',b'1',b'e',b'4',b'a',b'2',b'0'
b'b',b'1',b'b',b'2',b'b',b'4',b'0'
b'b',b'2',b'd',b'4',b'g',b'6',b'0'
b'd',b'3',b'c',b'4',b'd',b'1',b'0'
b'd',b'1',b'f',b'2',b'g',b'2',b'0'
b'd',b'2',b'f',b'5',b'e',b'8',b'0'
b'd',b'3',b'f',b'4',b'f',b'6',b'0'
b'c',b'2',b'h',b'6',b'a',b'4',b'0'
b'd',b'1',b'h',b'7',b'd',b'4',b'0'
b'd',b'1',b'c',b'1',b'h',b'8',b'0'
b'd',b'3',b'h',b'1',b'h',b'7',b'0'
b'd',b'4',b'd',b'2',b'f',b'3',b'0'
b'd',b'1',b'g',b'3',b'f',b'6',b'0'
b'c',b'2',b'a',b'3',b'h',b'6',b'0'
b'c',b'2',b'h',b'7',b'a',b'1',b'0'
b'b',b'1',b'g',b'7',b'a',b'7',b'0'
b'd',b'1',b'g',b'3',b'h',b'5',b'0'
b'd',b'3',b'b',b'6',b'h',b'2',b'0'
b'd',b'4',b'e',b'2',b'd',b'2',b'0'
b'c',b'3',b'd',b'1',b'c',b'1',b'0'
b'c',b'3',b'd',b'4',b'h',b'6',b'0'
b'c',b'3',b'a',b'1',b'f',b'4',b'0'
b'd',b'1',b'h',b'1',b'f',b'7',b'0'
b'a',b'1',b'g',b'5',b'f',b'6',b'0'
b'd',b'2',b'h',b'4',b'g',b'8',b'0'
b'd',b'2',b'b',b'1',b'b',b'7',b'0'
b'c',b'2',b'h',b'3',b'g',b'3',b'0'
b'c',b'2',b'b',b'5',b'e',b'4',b'0'
b'd',b'2',b'd',b'5',b'b',b'2',b'0'
b'c',b'1',b'e',b'8',b'e',b'3',b'0'
b'd',b'4',b'c',b'6',b'g',b'6',b'0'
b'a',b'1',b'd',b'3',b'e',b'5',b'0'
b'd',b'1',b'f',b'2',b'e',b'5',b'0'
b'd',b'1',b'g',b'4',b'c',b'3',b'0'
b'd',b'3',b'c',b'3',b'b',b'5',b'0'
b'd',b'1',b'h',b'8',b'a',b'5',b'0'
b'c',b'2',b'b',b'1',b'c',b'4',b'0'
b'c',b'2',b'b',b'4',b'c',b'7',b'0'
b'a',b'1',b'e',b'4',b'f',b'2',b'0'
b'c',b'1',b'h',b'7',b'g',b'7',b'0'
b'c',b'1',b'a',b'4',b'f',b'8',b'0'
b'd',b'2',b'c',b'2',b'f',b'3',b'0'
b'c',b'2',b'b',b'4',b'h',b'6',b'0'
b'd',b'2',b'h',b'4',b'f',b'7',b'0'
b'd',b'1',b'b',b'7',b'f',b'5',b'0'
b'd',b'4',b'd',b'1',b'h',b'5',b'0'
b'd',b'1',b'e',b'5',b'g',b'2',b'0'
b'c',b'1',b'c',b'7',b'h',b'2',b'0'
b'c',b'1',b'g',b'1',b'e',b'3',b'0'
b'c',b'3',b'd',b'2',b'g',b'4',b'0'
b'b',b'1',b'g',b'7',b'f',b'3',b'0'
b'a',b'1',b'c',b'6',b'f',b'5',b'0'
b'c',b'3',b'f',b'2',b'g',b'2',b'0'
b'd',b'2',b'f',b'6',b'b',b'5',b'0'
b'c',b'3',b'a',b'1',b'e',b'2',b'0'
b'a',b'1',b'd',b'7',b'c',b'2',b'0'
b'd',b'2',b'b',b'8',b'd',b'6',b'0'
b'd',b'2',b'a',b'7',b'f',b'5',b'0'
b'c',b'2',b'b',b'4',b'e',b'1',b'0'
b'd',b'1',b'a',b'7',b'f',b'4',b'0'
b'd',b'4',b'e',b'2',b'h',b'5',b'0'
b'd',b'2',b'h',b'8',b'a',b'4',b'0'
b'c',b'2',b'f',b'5',b'f',b'4',b'0'
b'd',b'4',b'd',b'1',b'a',b'1',b'0'
b'c',b'2',b'c',b'6',b'h',b'7',b'0'
b'c',b'2',b'g',b'2',b'e',b'4',b'0'
b'd',b'1',b'b',b'6',b'a',b'8',b'0'
b'd',b'2',b'b',b'6',b'g',b'8',b'0'
b'd',b'1',b'f',b'6',b'h',b'8',b'0'
b'd',b'2',b'd',b'8',b'b',b'1',b'0'
b'c',b'2',b'd',b'2',b'b',b'8',b'0'
b'd',b'3',b'c',b'6',b'g',b'8',b'0'
b'd',b'1',b'g',b'2',b'a',b'1',b'0'
b'c',b'2',b'b',b'5',b'd',b'4',b'0'
b'd',b'3',b'c',b'1',b'h',b'2',b'0'
b'b',b'2',b'g',b'5',b'g',b'2',b'0'
b'd',b'2',b'd',b'8',b'f',b'8',b'0'
b'c',b'2',b'f',b'7',b'b',b'6',b'0'
b'b',b'1',b'h',b'8',b'b',b'7',b'0'
b'd',b'4',b'c',b'1',b'g',b'7',b'0'
b'c',b'2',b'h',b'7',b'b',b'4',b'0'
b'b',b'1',b'a',b'8',b'd',b'4',b'0'
b'd',b'4',b'a',b'1',b'f',b'3',b'0'
b'd',b'4',b'e',b'8',b'f',b'2',b'0'
b'a',b'1',b'a',b'7',b'g',b'6',b'0'
b'a',b'1',b'e',b'4',b'h',b'8',b'0'
b'b',b'2',b'g',b'8',b'f',b'2',b'0'
b'd',b'4',b'g',b'1',b'b',b'1',b'0'
b'd',b'2',b'g',b'1',b'e',b'5',b'0'
b'a',b'1',b'g',b'4',b'c',b'3',b'0'
b'd',b'1',b'g',b'8',b'd',b'8',b'0'
b'c',b'1',b'c',b'7',b'c',b'3',b'0'
b'a',b'1',b'h',b'2',b'e',b'3',b'0'
b'a',b'1',b'b',b'1',b'h',b'4',b'0'
b'd',b'4',b'h',b'7',b'h',b'3',b'0'
b'd',b'2',b'e',b'7',b'b',b'8',b'0'
b'd',b'3',b'a',b'5',b'h',b'7',b'0'
b'a',b'1',b'h',b'7',b'g',b'4',b'0'
b'b',b'2',b'b',b'5',b'd',b'1',b'0'
b'b',b'1',b'd',b'2',b'f',b'2',b'0'
b'b',b'2',b'g',b'1',b'g',b'5',b'0'
b'c',b'1',b'h',b'4',b'h',b'5',b'0'
b'd',b'3',b'c',b'3',b'd',b'8',b'0'
b'c',b'2',b'f',b'2',b'a',b'4',b'0'
b'c',b'3',b'b',b'1',b'e',b'2',b'0'
b'd',b'1',b'f',b'7',b'd',b'7',b'0'
b'd',b'1',b'g',b'7',b'e',b'6',b'0'
b'b',b'1',b'g',b'4',b'e',b'5',b'0'
b'd',b'3',b'g',b'1',b'c',b'8',b'0'
b'd',b'3',b'd',b'2',b'h',b'7',b'0'
b'd',b'3',b'h',b'8',b'a',b'2',b'0'
b'b',b'2',b'f',b'1',b'f',b'5',b'0'
b'd',b'3',b'a',b'7',b'h',b'6',b'0'
b'a',b'1',b'b',b'1',b'f',b'4',b'0'
b'd',b'3',b'a',b'3',b'b',b'6',b'0'
b'b',b'1',b'g',b'6',b'd',b'8',b'0'
b'a',b'1',b'e',b'2',b'e',b'3',b'0'
b'c',b'2',b'd',b'6',b'c',b'7',b'0'
b'c',b'2',b'e',b'1',b'b',b'7',b'0'
b'd',b'2',b'h',b'5',b'e',b'7',b'0'
b'c',b'3',b'h',b'5',b'g',b'2',b'0'
b'd',b'2',b'a',b'7',b'f',b'6',b'0'
b'c',b'2',b'c',b'7',b'd',b'6',b'0'
b'd',b'2',b'h',b'2',b'b',b'3',b'0'
b'c',b'1',b'c',b'7',b'd',b'6',b'0'
b'c',b'1',b'e',b'7',b'f',b'6',b'0'
b'c',b'2',b'h',b'1',b'd',b'8',b'0'
b'd',b'2',b'f',b'3',b'b',b'2',b'0'
b'b',b'1',b'e',b'7',b'a',b'5',b'0'
b'd',b'2',b'f',b'4',b'f',b'5',b'0'
b'd',b'3',b'c',b'3',b'd',b'1',b'0'
b'c',b'2',b'c',b'1',b'b',b'4',b'0'
b'd',b'2',b'g',b'8',b'c',b'6',b'0'
b'a',b'1',b'e',b'2',b'g',b'6',b'0'
b'a',b'1',b'b',b'7',b'c',b'2',b'0'
b'b',b'2',b'b',b'5',b'f',b'5',b'0'
b'b',b'2',b'd',b'6',b'e',b'4',b'0'
b'c',b'2',b'f',b'6',b'h',b'8',b'0'
b'd',b'2',b'h',b'3',b'c',b'4',b'0'
b'c',b'1',b'g',b'3',b'a',b'5',b'0'
b'd',b'1',b'h',b'2',b'e',b'7',b'0'
b'c',b'2',b'a',b'4',b'a',b'3',b'0'
b'b',b'2',b'c',b'4',b'h',b'4',b'0'
b'd',b'1',b'f',b'4',b'd',b'8',b'0'
b'b',b'2',b'a',b'2',b'f',b'4',b'0'
b'd',b'1',b'f',b'3',b'h',b'7',b'0'
b'c',b'1',b'g',b'6',b'h',b'8',b'0'
b'c',b'2',b'f',b'4',b'd',b'6',b'0'
b'b',b'2',b'a',b'4',b'f',b'1',b'0'
b'c',b'2',b'b',b'1',b'c',b'8',b'0'
b'b',b'2',b'g',b'5',b'g',b'6',b'0'
b'a',b'1',b'a',b'3',b'c',b'2',b'0'
b'd',b'4',b'e',b'2',b'c',b'2',b'0'
b'd',b'4',b'h',b'7',b'd',b'2',b'0'
b'd',b'1',b'b',b'7',b'a',b'4',b'0'
b'b',b'1',b'd',b'3',b'h',b'7',b'0'
b'd',b'2',b'd',b'8',b'b',b'7',b'0'
b'd',b'3',b'g',b'6',b'h',b'3',b'0'
b'd',b'2',b'c',b'8',b'b',b'8',b'0'
b'b',b'1',b'e',b'3',b'd',b'1',b'0'
b'c',b'2',b'b',b'4',b'g',b'3',b'0'
b'd',b'2',b'c',b'7',b'g',b'4',b'0'
b'c',b'3',b'b',b'1',b'e',b'5',b'0'
b'b',b'2',b'g',b'5',b'e',b'4',b'0'
b'd',b'3',b'c',b'6',b'h',b'7',b'0'
b'd',b'2',b'g',b'4',b'f',b'7',b'0'
b'd',b'3',b'c',b'2',b'b',b'7',b'0'
b'd',b'3',b'h',b'3',b'b',b'6',b'0'
b'd',b'3',b'b',b'1',b'b',b'4',b'0'
b'd',b'1',b'g',b'4',b'b',b'3',b'0'
b'c',b'1',b'd',b'1',b'h',b'1',b'0'
b'c',b'1',b'b',b'8',b'f',b'7',b'0'
b'b',b'2',b'b',b'6',b'e',b'1',b'0'
b'c',b'3',b'e',b'5',b'h',b'3',b'0'
b'c',b'2',b'd',b'3',b'a',b'4',b'0'
b'd',b'1',b'd',b'8',b'd',b'5',b'0'
b'c',b'1',b'd',b'4',b'f',b'4',b'0'
b'd',b'2',b'b',b'1',b'g',b'8',b'0'
b'c',b'1',b'e',b'3',b'f',b'8',b'0'
b'b',b'1',b'c',b'3',b'b',b'7',b'0'
b'b',b'2',b'd',b'2',b'h',b'2',b'0'
b'b',b'1',b'c',b'6',b'f',b'1',b'0'
b'd',b'2',b'f',b'5',b'b',b'4',b'0'
b'd',b'2',b'd',b'7',b'e',b'5',b'0'
b'c',b'1',b'e',b'4',b'a',b'2',b'0'
b'b',b'1',b'f',b'7',b'b',b'5',b'0'
b'b',b'1',b'g',b'1',b'g',b'2',b'0'
b'd',b'3',b'b',b'8',b'f',b'3',b'0'
b'c',b'1',b'b',b'2',b'c',b'7',b'0'
b'd',b'1',b'a',b'6',b'd',b'7',b'0'
b'b',b'2',b'h',b'5',b'h',b'1',b'0'
b'c',b'3',b'h',b'2',b'd',b'1',b'0'
b'c',b'2',b'b',b'6',b'a',b'3',b'0'
