Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating
44,Female,Bachelor's,Widowed,93356,655,8247,Business,Unemployed,3,Excellent,0.164488804,123836,0,Lake John,SD,Botswana,1,2,Low
59,Non-binary,Bachelor's,Single,79228,621,33142,Business,Unemployed,2,Poor,0.522628845,251021,4,North Lisa,MO,Armenia,1,0,Low
63,Non-binary,Master's,Widowed,43707,631,,Business,Employed,17,Fair,0.575093486,299398,0,Lindashire,ME,Seychelles,2,0,Low
39,Non-binary,Bachelor's,Married,109609,719,28577,Personal,Unemployed,16,Fair,0.465894333,294121,3,East Nicole,VA,Haiti,4,0,Low
50,Female,Master's,Married,102160,730,43681,Business,Employed,18,Good,0.514651303,237236,4,South Travisfort,ID,United States Virgin Islands,3,2,Medium
65,Non-binary,Master's,Single,65161,672,47662,Auto,Employed,4,Poor,0.449946324,75389,4,East Darrell,NJ,Morocco,4,1,Medium
22,Female,PhD,Divorced,49046,792,33352,Business,Employed,13,Fair,0.445830587,211701,0,South Samuel,PA,Namibia,4,1,Medium
67,Non-binary,Master's,Divorced,94678,638,,Home,Unemployed,2,Good,0.410600674,234788,4,Muellerfurt,FM,Turkmenistan,1,1,Medium
59,Non-binary,PhD,Married,97148,697,9064,Personal,Self-employed,11,Fair,0.282767569,243137,1,Nicoleshire,OR,Libyan Arab Jamahiriya,1,2,Medium
63,Non-binary,PhD,Single,115202,665,8078,Auto,Unemployed,16,Good,0.521355332,219012,1,New Calvinstad,CT,Ethiopia,2,2,Medium
30,Non-binary,High School,Widowed,43118,793,39139,Business,Unemployed,12,Poor,0.142392577,63732,2,Phillipview,WV,Indonesia,0,1,Low
68,Male,PhD,Widowed,105078,753,37586,Home,Employed,0,Excellent,0.377744404,,,Davidborough,TN,Macao,0,2,Low
25,Female,PhD,Married,51828,710,12317,Home,Employed,8,Excellent,0.521951189,61941,3,North Laurenborough,NJ,Trinidad and Tobago,4,2,Low
66,Female,Bachelor's,Married,117317,607,34264,Personal,Unemployed,11,Fair,0.318045702,269586,0,East Julieport,NH,Kazakhstan,3,2,Low
21,Non-binary,High School,Divorced,24700,607,,Home,Self-employed,19,Poor,0.14723389,,0,West Cheryl,DC,Kyrgyz Republic,0,1,Medium
28,Non-binary,Master's,Married,51976,608,41322,Auto,Self-employed,14,Poor,0.467565094,66574,,Lake Dawnburgh,NV,Libyan Arab Jamahiriya,4,1,Low
55,Non-binary,PhD,Single,90218,732,49056,Auto,Employed,6,Fair,0.340581084,265806,2,Port Tina,NH,Solomon Islands,,1,Low
69,Female,High School,Married,90085,779,34340,Auto,Self-employed,3,Poor,0.344061217,,4,Davidstad,AZ,Guinea-Bissau,3,2,Medium
24,Female,PhD,Married,40810,,21813,Home,Self-employed,2,Poor,0.256982961,221484,,West Judyhaven,ME,Wallis and Futuna,,0,Medium
18,Female,PhD,Married,102174,723,49436,Home,Employed,11,Good,0.581662278,75233,4,Matthewfort,KY,Timor-Leste,2,1,Low
43,Female,Master's,Divorced,76298,687,6962,Home,Self-employed,1,Poor,0.149226242,155206,4,East Susan,GU,Cote d'Ivoire,2,1,High
51,Male,Bachelor's,Married,,765,12289,Auto,Employed,0,Excellent,0.253579329,208280,,Swansonburgh,TX,Algeria,1,0,Medium
48,Male,PhD,Married,,641,9200,Business,Employed,8,Good,0.462365636,266231,2,North Mark,WV,Papua New Guinea,4,0,Medium
43,Female,Master's,Single,29874,768,,Home,Self-employed,18,Fair,0.241716129,286813,3,North David,FM,Andorra,0,1,Medium
41,Male,Bachelor's,Married,20553,667,22999,Business,Unemployed,17,Good,0.560442034,118512,4,Elizabethtown,DC,Greenland,2,1,Medium
29,Male,PhD,Single,,,,Business,Self-employed,12,Poor,0.581921819,80125,4,Lake Donaldland,OK,Croatia,1,2,Medium
57,Non-binary,PhD,Single,,779,27343,Home,Unemployed,2,Poor,0.373671336,103608,,Port Tanyashire,NM,Timor-Leste,2,2,Medium
66,Non-binary,Bachelor's,Divorced,,659,13687,Business,Unemployed,15,Poor,0.374341209,40245,3,New Sarabury,RI,Australia,,0,High
63,Non-binary,Master's,Married,86551,700,32175,Business,Unemployed,14,Poor,0.378074943,76655,4,Coopermouth,HI,Nicaragua,3,0,High
38,Male,Master's,Widowed,,663,18470,Auto,Employed,17,Poor,0.229945895,154346,,Christinaland,NY,Japan,3,0,Medium
43,Female,High School,Widowed,50924,635,24834,Auto,Employed,14,Good,0.100382383,233700,4,Normanfort,NH,Bolivia,0,1,Low
44,Non-binary,High School,Divorced,28303,681,32180,Personal,Self-employed,7,Excellent,0.536067608,196239,3,New Briannafort,KY,Grenada,3,1,Low
51,Male,High School,Married,110917,644,23902,Auto,Unemployed,2,Fair,0.232232611,199020,0,North Tylerburgh,SC,Martinique,4,0,Low
34,Male,PhD,Divorced,,777,31150,Business,Employed,10,Good,0.482294927,247374,1,Dixonmouth,GA,Gibraltar,3,0,Medium
20,Non-binary,Bachelor's,Widowed,103521,,43822,Auto,Unemployed,10,Fair,0.59616447,210650,1,West Melissa,LA,Botswana,2,2,Medium
60,Non-binary,Master's,Divorced,61773,794,30505,Personal,Self-employed,15,Fair,0.373503626,,2,Amandaside,GU,Paraguay,2,1,Low
38,Male,PhD,Widowed,27750,781,49120,Business,Self-employed,12,Fair,0.30114805,,4,West Josephmouth,NE,Gambia,3,2,Low
64,Male,Master's,Widowed,93541,602,,Home,Employed,11,Fair,0.459120802,26126,0,Daniellemouth,AZ,Belgium,2,1,Medium
40,Male,Bachelor's,Married,24803,771,16544,Business,Employed,13,Excellent,0.149866906,,0,Port Lisa,KY,Nauru,4,2,Low
30,Female,High School,Divorced,61387,615,8551,Home,Unemployed,19,Fair,0.350696522,,4,Lake Brendaland,NE,Bolivia,4,1,High
65,Non-binary,PhD,Married,,711,11581,Auto,Self-employed,12,Excellent,0.105016724,256693,4,Camachoport,MO,Cayman Islands,0,0,Low
42,Female,Master's,Widowed,90393,641,47582,Home,Employed,19,Fair,0.157492597,149662,4,Laurenstad,MN,Samoa,4,2,Low
64,Female,PhD,Widowed,91889,,39313,Home,Unemployed,18,Good,0.17526998,176761,1,Mullenport,MP,Sudan,3,0,Medium
25,Male,Master's,Single,35489,624,14223,Business,Employed,9,Excellent,0.573958116,162893,3,New Craigview,IL,Colombia,,1,Low
41,Non-binary,Bachelor's,Divorced,25967,,11885,Personal,Employed,19,Fair,0.534249371,52676,3,East Kathleen,WA,Namibia,1,1,Low
29,Non-binary,High School,Divorced,52740,725,,Business,Employed,14,Fair,0.211164429,,1,Port Marilyn,ND,Sao Tome and Principe,2,2,Medium
49,Male,PhD,Divorced,50755,,43735,Personal,Unemployed,5,Good,0.470220793,,0,Stevenmouth,WY,Cook Islands,4,2,Low
21,Non-binary,Bachelor's,Single,105687,660,28241,Home,Unemployed,9,Excellent,0.24985239,287888,2,Lynchton,ME,Kiribati,3,1,Low
19,Male,High School,Single,29643,600,,Personal,Self-employed,9,Excellent,0.25957093,169832,4,Michaelburgh,CT,Cape Verde,0,2,Low
21,Non-binary,High School,Widowed,33894,,20327,Business,Unemployed,2,Excellent,0.453103874,194083,2,New Angelica,MN,Nauru,3,0,Low
23,Female,PhD,Widowed,25948,,23262,Business,Unemployed,15,Poor,0.398993303,,1,South Johnfort,WI,Syrian Arab Republic,1,1,Low
23,Female,Bachelor's,Married,,794,23299,Personal,Employed,9,Excellent,0.278350385,27803,0,Laneshire,PW,Bahamas,,1,Low
39,Non-binary,Master's,Widowed,107667,698,28304,Home,Unemployed,11,Poor,0.389589874,224597,1,Jenniferstad,NE,Austria,1,1,Low
56,Male,Master's,Single,60225,731,27281,Auto,Self-employed,1,Poor,0.294186119,295586,2,Contrerasport,ND,Eritrea,3,2,Low
22,Male,PhD,Married,88211,662,16311,Business,Employed,19,Fair,0.392060432,80913,2,New Carol,HI,Tajikistan,1,1,Low
40,Non-binary,Bachelor's,Married,68586,775,,Business,Employed,12,Excellent,0.466932348,167839,0,Donaldfort,VT,Greenland,4,1,High
59,Male,Master's,Widowed,107750,673,36864,Auto,Unemployed,9,Fair,0.277125102,261703,3,Johnsonfurt,IA,El Salvador,,1,Medium
48,Male,PhD,Single,84950,697,12176,Business,Unemployed,7,Excellent,0.217273996,,0,Rachelview,ME,Cyprus,4,0,Medium
28,Male,Master's,Widowed,113517,741,34393,Home,Self-employed,17,Fair,0.491868461,122857,4,Shepherdview,PA,Saint Helena,,1,Low
55,Non-binary,Master's,Single,,687,13825,Home,Employed,3,Fair,0.490007136,175580,1,Lake Tamarafurt,GA,Oman,3,1,Medium
29,Non-binary,PhD,Married,49583,,47032,Personal,Employed,1,Fair,0.459146004,128126,1,Jamesfort,OH,Burkina Faso,3,2,Low
23,Female,Master's,Married,98191,664,43458,Auto,Unemployed,1,Fair,0.343376389,170724,4,Kingside,ME,Poland,3,1,High
55,Non-binary,PhD,Married,117858,743,5290,Auto,Employed,3,Excellent,0.434193041,37513,4,West Michelleview,NY,Angola,0,2,Medium
44,Female,Master's,Single,86258,630,30800,Business,Employed,13,Fair,0.180329919,,2,Smithside,SD,Central African Republic,2,1,Low
46,Non-binary,Bachelor's,Divorced,,,7666,Business,Self-employed,19,Good,0.522100495,231130,4,North Lisa,NC,Wallis and Futuna,0,1,Low
36,Male,Bachelor's,Single,75188,625,16018,Auto,Unemployed,17,Poor,0.390231693,32140,1,Browningshire,NE,Poland,,0,Low
31,Non-binary,Bachelor's,Widowed,,633,5879,Home,Employed,1,Excellent,0.306993076,282730,1,West Amberburgh,MT,Maldives,,0,Medium
43,Male,PhD,Married,83528,612,29889,Business,Employed,12,Poor,0.191655372,,4,Morrisonside,SC,South Georgia and the South Sandwich Islands,0,0,Low
41,Non-binary,Bachelor's,Widowed,30273,766,,Auto,Employed,18,Excellent,0.264730073,257848,2,Port Michellefort,NE,Brunei Darussalam,0,2,High
36,Male,Bachelor's,Widowed,119656,710,39405,Auto,Self-employed,5,Fair,0.570230097,216575,1,New Patricialand,MH,Armenia,0,1,Low
66,Female,High School,Widowed,,631,14727,Business,Employed,18,Poor,0.354399711,82278,,Shawnside,NC,Qatar,3,1,Low
33,Non-binary,PhD,Divorced,59316,731,26185,Personal,Self-employed,14,Poor,0.58519277,,0,Lake Shawn,NH,Andorra,3,0,Low
34,Female,PhD,Married,114606,,,Business,Unemployed,5,Good,0.164902414,59793,,Williamsontown,OH,Norfolk Island,3,2,High
26,Male,Master's,Married,57682,778,31581,Personal,Employed,9,Poor,0.298956575,195709,2,New Danielville,AS,Nicaragua,2,1,Low
39,Male,PhD,Married,45390,705,10183,Auto,Self-employed,4,Poor,0.156348526,121494,4,Josephchester,DC,Suriname,3,0,High
20,Non-binary,Bachelor's,Divorced,,790,25141,Business,Self-employed,7,Excellent,0.449275138,251792,3,Ortizberg,DE,Andorra,1,2,Low
20,Non-binary,PhD,Divorced,101541,626,5982,Personal,Employed,16,Fair,0.174959901,111917,0,East Kellyberg,KS,Yemen,4,0,Low
21,Non-binary,High School,Single,,714,33269,Auto,Self-employed,11,Excellent,0.422690669,209945,0,New Markshire,AR,Cameroon,2,2,Low
69,Female,High School,Married,111414,788,44552,Business,Unemployed,2,Good,0.262514049,70257,2,New Scottton,HI,Bermuda,2,0,Low
24,Female,Bachelor's,Divorced,,682,,Personal,Unemployed,10,Good,0.366727084,32833,3,Garciahaven,NM,Latvia,3,2,Low
30,Non-binary,High School,Married,32303,,34491,Auto,Unemployed,1,Good,0.531965887,,3,Santanabury,NC,Bhutan,4,2,Low
66,Female,High School,Widowed,29529,663,21825,Business,Unemployed,11,Fair,0.543841453,247025,3,East Jeremy,KY,Reunion,2,1,Low
37,Female,Bachelor's,Widowed,43412,681,12094,Auto,Unemployed,15,Excellent,0.373730635,200791,,Janicechester,VT,New Caledonia,4,2,Low
24,Non-binary,Bachelor's,Single,60725,729,9986,Home,Employed,10,Good,0.125605896,29279,0,Richardberg,KY,Somalia,,0,Low
66,Female,Bachelor's,Divorced,,786,,Home,Self-employed,12,Fair,0.17935612,103546,0,Bethanyhaven,PR,Spain,,1,Low
66,Female,Bachelor's,Divorced,23801,601,37355,Auto,Employed,8,Good,0.243445351,118869,1,Vasquezport,NV,Australia,3,2,Low
34,Non-binary,Bachelor's,Divorced,72018,683,16563,Auto,Unemployed,17,Good,0.539005076,50331,4,Port Elizabethshire,WV,Barbados,1,0,Medium
36,Male,PhD,Single,32100,788,29927,Auto,Employed,5,Fair,0.376343134,85997,,Port Bryanmouth,DE,Iraq,,2,Low
39,Female,High School,Married,106366,,12011,Auto,Employed,15,Excellent,0.298487988,47475,0,New Melanie,FL,Tunisia,1,2,Low
38,Non-binary,High School,Single,72385,,,Home,Unemployed,11,Fair,0.189296642,264310,4,East Joshua,CO,Marshall Islands,4,1,Medium
58,Female,High School,Married,,735,27943,Home,Unemployed,14,Fair,0.321040349,70560,3,North Erica,TN,Tokelau,,2,High
41,Male,PhD,Divorced,41943,665,10901,Business,Employed,18,Good,0.347202349,102543,3,Cynthiaside,AS,Ireland,0,1,High
23,Female,High School,Married,93198,694,46011,Personal,Unemployed,17,Fair,0.376476485,156337,1,Baileyburgh,PR,Eritrea,3,1,High
53,Female,Bachelor's,Widowed,78434,636,27482,Personal,Employed,3,Poor,0.45252798,231512,1,Johnsonfort,IN,Rwanda,3,1,Low
41,Female,Master's,Married,21132,714,5042,Home,Self-employed,11,Poor,0.153871239,197553,2,Lake Kyle,WI,Heard Island and McDonald Islands,2,2,Medium
19,Female,High School,Divorced,92009,655,27046,Home,Employed,1,Fair,0.345567142,42639,3,North Brandonport,OH,Kenya,4,2,Low
48,Female,PhD,Single,116572,654,45081,Auto,Self-employed,11,Poor,0.27169106,62050,,North Ronald,MH,Reunion,2,2,Low
47,Female,High School,Single,31101,715,8849,Home,Unemployed,14,Excellent,0.553904898,77633,3,Caseyland,FL,Algeria,0,2,Low
39,Non-binary,Bachelor's,Single,30967,622,46590,Auto,Unemployed,7,Poor,0.483428947,289035,1,Jimenezberg,CT,Kyrgyz Republic,0,2,Low
38,Female,Bachelor's,Divorced,118470,632,32884,Business,Unemployed,6,Fair,0.527591774,104621,3,Sabrinaton,AZ,Norway,,0,Medium
40,Male,High School,Divorced,103449,757,40983,Business,Self-employed,16,Excellent,0.331843229,275739,1,North Tiffanymouth,HI,Niue,2,2,Medium
62,Female,PhD,Divorced,48605,763,31822,Home,Employed,14,Excellent,0.494836192,82501,,Hansonton,MO,Saint Vincent and the Grenadines,3,0,Low
37,Male,Bachelor's,Divorced,95893,778,7897,Auto,Employed,9,Excellent,0.453479275,149100,4,Kimberlyland,AZ,Eritrea,0,2,Low
68,Female,Master's,Widowed,81050,639,12787,Business,Employed,12,Good,0.581311182,72382,3,Johnsonshire,IA,Andorra,2,1,Low
25,Non-binary,PhD,Married,44942,779,42424,Auto,Unemployed,12,Fair,0.543751576,,1,West Katherine,MO,Austria,2,2,Low
18,Non-binary,Master's,Widowed,,,16881,Auto,Employed,17,Fair,0.581431197,259648,4,Pricemouth,OR,El Salvador,0,1,Medium
55,Male,PhD,Single,71570,,11892,Personal,Self-employed,14,Poor,0.177988394,97851,0,Ruizmouth,MD,Spain,2,2,High
36,Non-binary,Bachelor's,Widowed,,611,25978,Auto,Employed,18,Excellent,0.170774438,75141,2,Whitakerville,WA,Saint Helena,4,1,Low
69,Non-binary,High School,Single,109117,738,,Home,Employed,13,Excellent,0.119273736,,4,Alexisview,NV,Senegal,2,2,Low
35,Male,High School,Divorced,,643,23537,Auto,Unemployed,13,Good,0.537372152,224727,4,New Shannonfort,VI,Madagascar,0,0,Medium
56,Female,High School,Divorced,47086,613,8262,Personal,Self-employed,11,Good,0.447785318,128087,,Huffmanstad,IL,Guadeloupe,3,0,Low
38,Female,High School,Widowed,109460,799,48336,Business,Employed,16,Good,0.162978818,,3,Lewisland,IA,Tuvalu,1,1,Low
61,Female,Master's,Widowed,106130,613,8410,Business,Employed,13,Fair,0.101525633,,1,Jonathonburgh,WY,Yemen,3,2,Low
37,Male,Master's,Single,74754,602,,Home,Self-employed,0,Fair,0.195917002,243569,2,North Tamarachester,AR,Finland,0,2,Low
44,Male,High School,Single,42233,665,23068,Auto,Self-employed,6,Good,0.250115657,,,New Alanmouth,CT,Cuba,3,1,Low
25,Female,Bachelor's,Widowed,93346,601,14018,Home,Employed,1,Good,0.580991263,,,Hodgefort,CT,Ghana,0,1,Low
58,Non-binary,Bachelor's,Divorced,21634,633,45582,Business,Unemployed,14,Fair,0.590130813,102968,2,Lake Coryville,MI,New Zealand,2,1,Medium
51,Male,Bachelor's,Married,103962,645,9123,Personal,Unemployed,1,Poor,0.473299292,43776,1,New Kelsey,VI,Puerto Rico,1,1,Medium
51,Male,Bachelor's,Widowed,,686,42404,Auto,Unemployed,10,Fair,0.148876636,210203,1,North Hannahland,MS,Cook Islands,1,0,Medium
61,Female,Bachelor's,Single,48401,796,44474,Business,Unemployed,2,Good,0.335268429,,3,West Gracemouth,UT,Mauritania,,0,Medium
57,Male,Master's,Divorced,,680,,Home,Employed,16,Good,0.340437627,258332,,East Marissa,AR,Chile,4,1,Medium
60,Female,Bachelor's,Divorced,,762,10291,Personal,Employed,9,Good,0.588118006,66451,4,Robertbury,NH,French Southern Territories,2,0,High
40,Female,PhD,Divorced,92022,,43597,Auto,Self-employed,10,Fair,0.360718226,222225,3,Butlerbury,VA,American Samoa,4,2,Low
60,Non-binary,High School,Divorced,105365,,45588,Auto,Unemployed,16,Excellent,0.559284594,223081,4,Heatherchester,KS,French Guiana,3,0,Low
24,Male,High School,Married,108324,794,42166,Auto,Unemployed,16,Poor,0.407956533,298917,2,Port Kyle,MO,North Macedonia,,1,Medium
63,Female,PhD,Married,,731,47436,Personal,Unemployed,8,Good,0.245606327,268859,2,Port Travisfurt,FL,Burundi,0,1,Low
37,Female,PhD,Divorced,52795,679,21659,Business,Unemployed,12,Poor,0.233276948,116944,3,Margaretborough,PA,Angola,1,2,Low
50,Non-binary,Master's,Married,65097,704,9445,Personal,Self-employed,1,Fair,0.168213571,279062,0,West Davidfort,OH,Jordan,2,0,Low
25,Non-binary,Master's,Single,44680,618,21524,Auto,Employed,3,Poor,0.440755729,257922,1,East Amystad,CA,Egypt,0,0,Low
19,Female,Bachelor's,Divorced,39109,604,27368,Auto,Employed,13,Poor,0.339270328,62536,3,Marymouth,MS,French Guiana,0,1,Low
25,Non-binary,Master's,Widowed,47946,614,22397,Home,Self-employed,10,Excellent,0.271006785,74800,,Fordchester,AZ,Tunisia,0,1,Medium
18,Male,High School,Married,69671,676,12337,Personal,Self-employed,11,Good,0.211036947,227807,0,Freemanberg,VT,Bolivia,4,2,Low
34,Female,Bachelor's,Divorced,36220,642,13855,Auto,Self-employed,8,Excellent,0.5721808,33193,1,Lake Calebport,VI,Heard Island and McDonald Islands,3,1,Medium
19,Male,High School,Divorced,119074,,10033,Home,Self-employed,6,Fair,0.57643071,277813,0,North Joseph,TN,Gambia,4,1,Low
42,Non-binary,High School,Married,82827,740,16653,Home,Unemployed,5,Poor,0.534757083,135396,,West Melissaton,NJ,Liberia,0,2,Medium
19,Male,Master's,Divorced,97124,760,6231,Auto,Self-employed,16,Good,0.406787292,38253,4,Michelleview,MS,Slovenia,1,1,Low
55,Non-binary,Bachelor's,Single,43618,733,29234,Business,Self-employed,1,Good,0.549701642,271910,,Taylorchester,ND,Azerbaijan,0,0,Low
33,Male,Master's,Divorced,61703,710,12866,Business,Unemployed,16,Excellent,0.554985387,29149,2,South Jessica,GA,Central African Republic,3,1,Medium
55,Male,Bachelor's,Widowed,34530,675,32580,Auto,Unemployed,18,Excellent,0.255704889,35219,2,South Williambury,VI,Tonga,,2,Low
22,Female,Master's,Married,,690,23719,Business,Unemployed,18,Fair,0.13378662,124677,2,Nguyenberg,MD,Micronesia,,0,Medium
49,Female,PhD,Divorced,68582,684,17960,Personal,Unemployed,17,Fair,0.255737557,28673,0,New Benjamin,MP,Israel,4,2,Low
47,Male,PhD,Divorced,95103,793,23703,Auto,Employed,12,Good,0.20191989,296789,0,Whiteville,AL,Slovenia,1,0,Medium
28,Male,Master's,Divorced,97568,,32217,Auto,Self-employed,19,Good,0.131892882,,3,Davisfort,RI,Angola,2,1,High
27,Male,Bachelor's,Widowed,107519,712,20212,Personal,Employed,12,Fair,0.399189591,192040,1,Parrishbury,LA,Christmas Island,0,0,Medium
47,Female,Bachelor's,Widowed,91386,711,39372,Personal,Employed,2,Fair,0.501653874,207638,1,West Edwardview,RI,Isle of Man,3,2,Medium
42,Non-binary,PhD,Widowed,,652,42997,Business,Employed,0,Good,0.119327784,165346,,Port Dawnmouth,KY,Turks and Caicos Islands,1,0,Medium
30,Female,Master's,Widowed,52735,796,45112,Business,Unemployed,6,Excellent,0.443561066,,0,North Ronnie,TN,Somalia,2,1,Low
55,Non-binary,Bachelor's,Divorced,26829,657,8361,Auto,Unemployed,5,Fair,0.483887973,282964,,North Taylorland,PA,Turks and Caicos Islands,2,0,Medium
35,Male,Master's,Widowed,119810,,45036,Home,Employed,4,Poor,0.413279721,223297,1,Lake Kyle,AR,Nepal,2,2,Low
50,Female,PhD,Single,110709,701,20223,Personal,Employed,8,Excellent,0.409981191,39493,4,East Barbarashire,FL,Nauru,3,0,Low
30,Female,Bachelor's,Widowed,66666,795,48316,Business,Employed,6,Poor,0.359230197,157982,2,Port Davidland,NJ,Guam,4,0,Low
22,Non-binary,Master's,Single,32460,732,22519,Business,Unemployed,12,Poor,0.566591709,210614,2,South Larry,KY,Nauru,,1,Low
61,Male,Bachelor's,Married,63148,788,16297,Home,Unemployed,15,Poor,0.503501022,150940,0,Williamborough,WY,Nigeria,2,1,Low
23,Female,Master's,Divorced,116819,656,19526,Home,Unemployed,18,Poor,0.569921553,90545,3,Bradyborough,IN,Bulgaria,4,0,Low
31,Female,PhD,Married,27076,692,14625,Home,Unemployed,12,Poor,0.230480473,194688,1,Port Jacqueline,VA,China,0,2,High
32,Non-binary,High School,Widowed,,749,42943,Auto,Unemployed,13,Fair,0.297246972,77894,2,West Dawn,VA,Wallis and Futuna,2,1,Low
29,Male,Bachelor's,Single,42789,,30785,Personal,Self-employed,19,Excellent,0.203044286,185301,3,Davidburgh,ME,Saint Vincent and the Grenadines,1,0,Low
20,Non-binary,Bachelor's,Widowed,66972,759,10566,Home,Self-employed,3,Good,0.232247749,142141,4,East Jean,MH,Benin,0,1,Low
29,Non-binary,High School,Widowed,87949,667,,Auto,Employed,18,Excellent,0.101882501,77500,0,Marystad,RI,Portugal,2,0,Medium
65,Female,Master's,Widowed,46925,657,5770,Business,Employed,14,Excellent,0.576639269,231157,2,Cohenshire,OK,Burkina Faso,4,1,Medium
60,Male,High School,Single,,645,20913,Personal,Self-employed,3,Fair,0.577866472,,1,Maryberg,MI,Dominica,2,1,High
68,Non-binary,High School,Married,40526,751,38044,Home,Employed,7,Good,0.187608139,33907,1,Perryside,WA,Bhutan,4,2,Medium
34,Female,High School,Married,,671,34194,Home,Unemployed,6,Poor,0.17386584,120855,3,Jenniferside,IN,Svalbard & Jan Mayen Islands,3,1,Low
42,Male,PhD,Widowed,58036,741,,Personal,Employed,2,Good,0.46256889,251337,3,Collinston,AL,Congo,0,0,Medium
34,Male,PhD,Single,26088,645,30275,Personal,Employed,4,Good,0.259896515,170650,3,Lake Jonathan,NJ,Montserrat,,1,Medium
24,Non-binary,PhD,Married,107694,,17378,Personal,Self-employed,4,Poor,0.511266831,176811,3,Hoffmanshire,PW,Chile,2,1,Medium
37,Non-binary,PhD,Married,,744,47814,Personal,Self-employed,2,Good,0.518517222,268856,2,North Ryan,SC,Serbia,,2,Low
